deptAcronym,shortcode,uniqueId,department,projectName,description,totalBudget,estimatedCompletionDate,rawProvidedDate,yearsRemaining,originalDocumentOrder,source,asOfDate,isOver10M,isOver100M
aafc,gcdp-crm-2,aafc-gcdp-crm-2,Agriculture and Agri-Food Canada,Grants and Contributions Digital Platform (GCDP) Release 2,"As follow-up to GCDP Release 1, this project will seek to onboard NPF (Next Policy Framework) programs, integrate SAP commitment and claims payment functions, enhance other areas of the GCDP system.",2764300,2023-06-30,2023-06-30,1.2,11,8530-441-13-505,"April 25, 2022",0,0
aafc,rpms,aafc-rpms,Agriculture and Agri-Food Canada,Real Property Management Solution (RPMS),"Having a Real Property Management System will enable the department to better manage and assess the implications of the Federal Science Technology Infrastructure Initiative, be better prepared to implement recommendations from the Fixed Asset Review, and potentially position the department to prepare the necessary reports to support requests for additional infrastructure funding.",3583000,2023-06-30,2023-06-30,1.2,12,8530-441-13-505,"April 25, 2022",0,0
aafc,m365-1,aafc-m365-1,Agriculture and Agri-Food Canada,M365 - DCCP (Digital Communications and Collaboration Platform) Platform Set Up and Outlook Migration,"To implement the Government of Canada Digital Communications and Collaboration Platform (DCCP) to ensure AAFC has the core tools and services for modern, secure, and reliable digital communications, including email, needed to serve Canadians.",7670000,2023-06-30,2023-06-30,1.2,13,8530-441-13-505,"April 25, 2022",0,0
aafc,sap-renewal-2,aafc-sap-renewal-2,Agriculture and Agri-Food Canada,SAP S/4  - Planning and Transition,"To transition to the SAP S/4 on HANA for financial management and materiel management systems while aligning to the Government of Canada SAP footprint and the proposed SAP model company for government of Canada configuration with defined standardized business processes. Shared project among seven Government of Canada departments: AAFC, CFIA, NRCAN, ECCC, VAC, CNSC, OCEO. Showing grand total combined cost, not just AAFC portion.",6102700,2024-01-31,2024-01-31,1.8,14,8530-441-13-505,"April 25, 2022",0,0
aafc,boardroom-modernization,aafc-boardroom-modernization,Agriculture and Agri-Food Canada,Boardroom Modernization,"The boardroom modernization project will upgrade the technology and ensure AAFC boardrooms are safe, comply with GC accessibility standards, and have the functionality required of AAFC employees. AAFC boardrooms are a resource used by all branches of AAFC.",2408600,2024-03-31,2024-03-31,1.9,15,8530-441-13-505,"April 25, 2022",0,0
aafc,wmi-2,aafc-wmi-2,Agriculture and Agri-Food Canada,Workload Migration (WLM) Readiness,"The Workload Migration (WLM) Program led by SSC (Shared Services Canada), facilitates the migration of government applications and data from aging legacy data centres to modern, secure and reliable IT solutions – whether Cloud, enterprise data centre (EDC) or a hybrid of both. The purpose is to support the enablement of trusted and secure digital services to Canadians and clients.",3630000,2024-03-31,2024-03-31,1.9,16,8530-441-13-505,"April 25, 2022",0,0
aafc,itsm-solution,aafc-itsm-solution,Agriculture and Agri-Food Canada,Enterprise ITSM (Information Technology Service Management) Solution Modernization,"Consistent with the Government of Canada Strategy for Information Technology Service Management (ITSM), AAFC will implement the GC standard software ITSM suite. This project involves all activities related to designing, creating, delivering, supporting, and managing the lifecycle of IT services. ITSM tools serve as the main methodology for an organization to deliver technology and IT-related services to it’s clients internally or externally.",2530000,2024-10-31,2024-10-31,2.5,17,8530-441-13-505,"April 25, 2022",0,0
aafc,weblogic-renewal,aafc-weblogic-renewal,Agriculture and Agri-Food Canada,WebLogic Modernization Project,"To make the database platform more robust, prolong the sustainability of database systems, and ensure capacity availability for ongoing business operations.",1425000,2025-03-31,2025-03-31,2.9,18,8530-441-13-505,"April 25, 2022",0,0
aafc,grdi-cloud,aafc-grdi-cloud,Agriculture and Agri-Food Canada,GRDI GenARCC + Cloud HPC Pilot,"The next Genomics and Development Research Initiative (GRDI) funded shared priorities project named Genomic Adaptation and Resilience to Climate Change (GenARCC) requires IT resources in order to explore using genomics to assess, predict, and adapt to climate change for the protection of Canada's biodiversity, ecosystem resiliency, food security, and health. Shared project among eight Government of Canada departments: AAFC, CFIA, DFO, ECCC, HC, NRC, NRCAN, and PHAC. Showing grand total combined cost, not just AAFC portion.",2559000,2025-03-31,2025-03-31,2.9,19,8530-441-13-505,"April 25, 2022",0,0
aafc,regional-wifi,aafc-regional-wifi,Agriculture and Agri-Food Canada,Regional Wi-Fi implementation,Wi-Fi implementation supports the hybrid model of AAFC's Future of Work and employees' return to offices. This is an opportunity for AAFC to implement and deploy the Government of Canada (GC) Wi-Fi Service (Enterprise Access) in prioritized Regional leased and Crown-owned buildings (e.g. Regional Development Centres) across Canada.,7000000,2025-03-31,2025-03-31,2.9,20,8530-441-13-505,"April 25, 2022",0,0
aafc,sms-renewal,aafc-sms-renewal,Agriculture and Agri-Food Canada,STB (Science and Technology Branch) Science Management System,"Science and Technology Branch (STB) utilizes the Science Management Solution (SMS) for the management and delivery of AAFC research activities. The SMS system was built on an aging platform and is no longer able to fully support core business of the branch, therefore STB needs to identify and implement a new system that is able to support the branch.",12000000,2025-03-31,2025-03-31,2.9,21,8530-441-13-505,"April 25, 2022",1,0
cgc,mycgc,cgc-mycgc,Canadian Grain Commission,MyCGC online service portal,Integrated web platform to provide digital services to clients of the Canadian Grain Commission,1900000,2023-01-31,Jan-23,0.8,22,8530-441-13-505,"April 25, 2022",0,0
acoa,capri,acoa-capri,Atlantic Canada Opportunities Agency,New software application called CAPRI (Clients Assistance Projects Results Information) to be used as ACOA's primary system for delivering grants and contributions to businesses and communities in Atlantic Canada. This is a web application based on Microsoft Dynamics 365 (D365) software as a service (SaaS) platform.,Software application to manage the delivery of grants and contributions,1800000,2023-02-28,28/02/2023,0.8,23,8530-441-13-505,"April 25, 2022",0,0
cra,adq-centralization,cra-adq-centralization,Canada Revenue Agency,Agency Data Quality and Third-Party Data Centralization,"Objective: The intent of this project is to develop and implement a centralized system of acquiring, storing, and managing third-party data, including a lifecycle data management approach for third-party data assets.",12054000,2025-03-31,2024-25,2.9,24,8530-441-13-505,"April 25, 2022",1,0
cra,arise,cra-arise,Canada Revenue Agency,Agency Result and Information System Enhancement,"Objective: The objective of this project is to provide a single, common and authoritative source for agency results information. It will focus on developing a modern results repository including the business processes associated with gathering and approving results; enhancing the integrity and functionality of the results repository; and creating opportunities for more flexible and timely results reporting.",10515000,2025-03-31,2024-2025,2.9,25,8530-441-13-505,"April 25, 2022",1,0
cra,ctnss,cra-ctnss,Canada Revenue Agency,CAS Transition to the New SAP Solution (CTNSS),"Objective: The intent of the CTNSS project is to identify and implement the successor solution to the current SAP platform. The CRA’s Enterprise Resource Planning (ERP) system will no longer be supported by SAP after December 31, 2027.",88340000,2026-03-31,2025-26,3.9,26,8530-441-13-505,"April 25, 2022",1,0
cra,chat-services,cra-chat-services,Canada Revenue Agency,Chat Services Project,"Objective: The project will develop an enterprise-wide solution for chat services that is a best fit in terms of capabilities, cost, scalability, security, cloud infrastructure and integration with other CRA service channels. This will include Chatbot and live chat service agents (Online Chat).",37174000,2026-03-31,2025-26,3.9,27,8530-441-13-505,"April 25, 2022",1,0
cra,cloud-phase-1,cra-cloud-phase-1,Canada Revenue Agency,Cloud Delivery Project Phase 1,"Objective: The objective of this proposal is to refine and add Cloud foundation capabilities, to improve the CRA's agility with rapid access to multi-featured resources at the required capacity to carry out projects from planning to full operation.",27000000,2030-03-31,2029-30,7.9,28,8530-441-13-505,"April 25, 2022",1,0
cra,csirm,cra-csirm,Canada Revenue Agency,Cyber Security Internal Risk Mitigation Initiative,"Objective: The objective of this project to implement tools and processes to facilitate in the proactive detection, monitoring and response of suspicious internal cyber security events.",33389000,2026-03-31,2025-26,3.9,29,8530-441-13-505,"April 25, 2022",1,0
cra,telephone-iam,cra-telephone-iam,Canada Revenue Agency,Enhanced Telephone Authentication,"Objective: The Enhanced Telephone Authentication project will leverage Identity and Access Management (IAM) technology to strengthen and modernize the way CRA verifies callers’ identity in order to help protect Canadians and reduce the burden they have in identifying themselves when calling the Canada Revenue Agency. The project will consider two options: Build a solution within the current Hosted Contact Centre Service (HCCS) infrastructure using the current vendor (i.e. IBM) or integrate a third party solution into the existing HCCS infrastructure, portable to other platforms.",14000000,2024-03-31,2023-24,1.9,30,8530-441-13-505,"April 25, 2022",1,0
cra,e-payroll,cra-e-payroll,Canada Revenue Agency,ePayroll,"Objective: The project will explore options through consultation, design, prototyping, and testing to find an ePayroll solution, analyze the potential impacts of the solution on CRA programs and the department of Employment and Social Development of Canada’s (ESDC) Employment Insurance program, and both departments’ legacy systems, legislation, and clients, and create a project management plan to develop and release the solution for the future that incorporates real-time data and interoperability.",20086000,2025-03-31,2024-25,2.9,31,8530-441-13-505,"April 25, 2022",1,0
cra,internal-mfa,cra-internal-mfa,Canada Revenue Agency,Internal Multifactor Authentication,Objective: The Internal Multifactor Authentication project will introduce an internal Multi-Factor Authentication (MFA) challenge to users before they gain access to internal CRA information systems and its resources. MFA is an authentication method that requires the user to provide two or more verification factors before gaining access to an application or a system.,17000000,2024-03-31,2023-24,1.9,32,8530-441-13-505,"April 25, 2022",1,0
cra,quantum,cra-quantum,Canada Revenue Agency,Quantum 2.0,"Objective: The project will modernize the CRA’s risk assessment systems to better detect and prevent the payout of unwarranted and fraudulent GST/HST refunds and rebates by responding quickly to changes in the environment, while at the same time improving service to compliant businesses.",71903000,2027-03-31,2026-27,4.9,33,8530-441-13-505,"April 25, 2022",1,0
cra,rpas,cra-rpas,Canada Revenue Agency,Registered Plans Application Suite Portal Access,Objective: The intent of this project is to connect the Registered Plans Application Suite (RPAS) system to a secure online portal to enable full electronic service delivery for registered plans in Canada.,16168000,2027-03-31,2026-27,4.9,34,8530-441-13-505,"April 25, 2022",1,0
cra,sred-portal,cra-sred-portal,Canada Revenue Agency,Scientific Research and Experimental Development (SR&ED) Client Portal,"Objective: The intent of this project is to develop a client portal to improve Canadians' accesses to the SR&ED tools, services, and resources, as well as develop tools, processes and procedures to integrate the use of the Client Portal in the delivery of the program.",10000000,2024-03-31,2023-24,1.9,35,8530-441-13-505,"April 25, 2022",0,0
cra,tdata,cra-tdata,Canada Revenue Agency,Testing Data,Objective: The intent of the TDATA project is to establish expertise and to implement processes and tools to create desensitized test data that will support application testing.,10240000,2024-03-31,2023-24,1.9,36,8530-441-13-505,"April 25, 2022",1,0
cra,ser-cda,cra-ser-cda,Canada Revenue Agency,Abusive Tax Avoidance - Risk Assessment & Analysis,"Objective: The objective of this project is to develop systems and processes to capture, validate and assess data from 45 Special Elections and Returns (SERs). This will allow for e-filing, enable risk scoring and other business intelligence based on the known risk indicators, help to proactively identify abusive tax avoidance transactions, and provide workload management capabilities. It will also enable the automation of the Capital Dividend Account (CDA) calculation. The project will also enable the matching of incoming Exchange of Tax Rulings (ETRs) to the Business Numbers of Canadian taxpayers by adding an indicator flag (or flags) to existing risk assessment processes to indicate potential high risk ATA schemes in multinational corporations with a connection to Canada.",55265000,2027-03-31,2026-27,4.9,37,8530-441-13-505,"April 25, 2022",1,0
cra,am,cra-am,Canada Revenue Agency,Appeals Modernization,"Objective: The objective of this project is to present the updated vision for Appeals Modernization, which includes a work management framework that encompasses the entire Appeals program, and a business intelligence solution that will enable the branch to improve efficiency in the collection, analysis, presentation, and dissemination of business information.",45151000,2023-03-31,2022-23,0.9,38,8530-441-13-505,"April 25, 2022",1,0
cra,dlp,cra-dlp,Canada Revenue Agency,Data Loss Prevention,"Objective: The objective of this project is to use a new detection technology to observe, capture, and analyze potential data loss events occurring at employee workstations, and develop and formalize production detection models on an evidence-based foundation.",11078000,2025-03-31,2024-25,2.9,39,8530-441-13-505,"April 25, 2022",1,0
cra,infodec-mod,cra-infodec-mod,Canada Revenue Agency,InfoDec Modernization,"Objective: The objective of this project is to modernize the current system for the capture, processing and assessing of information returns which will enable the housing of more data within the database, including the remaining information slip types not yet in the database.",67489000,2026-03-31,2025-26,3.9,40,8530-441-13-505,"April 25, 2022",1,0
cra,integras,cra-integras,Canada Revenue Agency,Integras Case Management and Reporting,Objective: The objective of this project is to enhance the existing case management system (Integras) to provide CRA auditors with increased functionality and improved user experience.,14392000,2025-03-31,2024-25,2.9,41,8530-441-13-505,"April 25, 2022",1,0
cra,next-15,cra-next-15,Canada Revenue Agency,Next 15 Project,"Objective: The objective of this project is to replace the T1 and GST Computer Assisted Audit Selection systems, develop and implement risk algorithms, integrate third party data into the compliance risk assessment and facilitate data-driven decision making to increase the effectiveness of risk identification.",35791000,2025-03-31,2024-25,2.9,42,8530-441-13-505,"April 25, 2022",1,0
cra,nrtao,cra-nrtao,Canada Revenue Agency,Non Resident Tax Account Online,"Objective: The objective of this project is to expand the services provided to clients who withhold, remit and report Part XIII non-resident income tax by providing digital access to non-resident tax information.",10412000,2025-03-31,2024-25,2.9,43,8530-441-13-505,"April 25, 2022",1,0
cra,t1am,cra-t1am,Canada Revenue Agency,T1 Adjustments Modernization,"Objective: The objective of this project is to enhance existing digital services responsible for T1 reassessment processing. This includes improving the Change My Return and ReFILE digital services, improving the risk model within the reassessment system, linking existing systems to facilitate data capturing, automating manual repetitive tasks, and allowing for the electronic submission of documents.",17674000,2024-03-31,2023-24,1.9,44,8530-441-13-505,"April 25, 2022",1,0
cra,apmd,cra-apmd,Canada Revenue Agency,Application Performance Monitoring Deployment,Objective: The objective of this project is to address the issues with the current set of tools and processes being used on the e-business computing infrastructure (eBCI) and mainframe platforms to perform application performance monitoring and to migrate/deploy the components of applications from development through to production.,6522000,2023-03-31,2022-23,0.9,45,8530-441-13-505,"April 25, 2022",0,0
cra,bsr,cra-bsr,Canada Revenue Agency,Benefits System Renewal Project,Objective: The objective of this project is to address the aging infrastructure issues with the Benefits system and improve the CRA’s capacity in the areas of program growth and service delivery in order to maintain uninterrupted delivery of benefit payments and services.,142961000,2023-03-31,2022-23,0.9,46,8530-441-13-505,"April 25, 2022",1,1
cra,cpp-enhancements,cra-cpp-enhancements,Canada Revenue Agency,Canada Pension Plan Enhancements- Phase 1,"Objective: The objective of this project is to implement changes to the existing Canada Pension Plan (CPP) administrative programs, systems and processes",14418000,2023-03-31,2022-23,0.9,47,8530-441-13-505,"April 25, 2022",1,0
cra,ccti,cra-ccti,Canada Revenue Agency,Contact Centre Transformation Initiative,"Objective: Shared Services Canada (SSC) has undertaken the Contact Centre Transformation Initiative (CCTI), which requires that all Government of Canada contact centres migrate to a new hosted contact centre platform. The organizational capacity does not currently exist in the CRA to manage a transformation of this magnitude and to act as the point of contact within the CRA for all program stakeholders. The migration to a new hosted platform will provide an opportunity for the Agency to access additional state of the art technologies and/or functionalities.",13199000,2023-03-31,2022-23,0.9,48,8530-441-13-505,"April 25, 2022",1,0
cra,cbcr,cra-cbcr,Canada Revenue Agency,Country by Country Report,"Objective: The objective of this project is to implement a means for multinational enterprises (MNE) resident in Canada to file the information required under the new Country by Country Report (CbCR), utilize the transmission method implemented for the Common Reporting Standard project, and update existing business intelligence and risk assessment algorithms to optimize the use of information received in the new CbCRs.",10648000,2023-03-31,2022-23,0.9,49,8530-441-13-505,"April 25, 2022",1,0
cra,cpp-ei-rulings,cra-cpp-ei-rulings,Canada Revenue Agency,CPP/EI Rulings and Agreement Modernization,"Objective: The objective of this project is to provide the CRA with a modern and integrated system replacing the current aging system, local applications, and macros.",28406000,2024-03-31,2023-24,1.9,50,8530-441-13-505,"April 25, 2022",1,0
cra,e-procurement,cra-e-procurement,Canada Revenue Agency,CRA eProcurement Solution,Objective: The objective of this project to implement a cloud-based procurement solution that will be fully integrated with the CRA’s Corporate Administrative System (CAS). This solution will replace the current on premise Synergy system that will no longer be supported in 2021.,8793000,2023-03-31,2022-23,0.9,51,8530-441-13-505,"April 25, 2022",0,0
cra,ci-cms,cra-ci-cms,Canada Revenue Agency,Criminal Investigations Directorate Modernization,"Objective: The objective of this project is to implement a modern workload and case management system to properly secure data and leverage existing data, resolution tools and reporting tools to assist in selecting the right cases and report to senior management.",7891000,2023-03-31,2022-23,0.9,52,8530-441-13-505,"April 25, 2022",0,0
cra,dm,cra-dm,Canada Revenue Agency,Digital Mailroom,"Objective: The project team will explore and evaluate options to establish a digital mailroom solution that will be enterprise wide, customizable and will automate the processing of incoming items, both within the digital and paper realms.",13102000,2023-03-31,2022-23,0.9,53,8530-441-13-505,"April 25, 2022",1,0
cra,endpoint-protection,cra-endpoint-protection,Canada Revenue Agency,Endpoint Protection,"Objective: The objective of this project is to introduce modern detection, protection and response techniques and tools to improve the protection of CRA owned endpoint devices against malicious attacks.",6297000,2023-03-31,2022-23,0.9,54,8530-441-13-505,"April 25, 2022",0,0
cra,ets,cra-ets,Canada Revenue Agency,Enterprise Testing Solution,Objective: The objective of this project is to develop an advanced technology-based solution that will enhance the CRA’s test strategy and test tools to support the current and future demands associated with digital services deployment with Centralized Testing Repository and Acceptance Testing Automation toolsets.,7214000,2023-03-31,2022-23,0.9,55,8530-441-13-505,"April 25, 2022",0,0
cra,gst-sad,cra-gst-sad,Canada Revenue Agency,GST/HST Suspicious Activity Detection,Objective: The objective of this project is to purchase the i2 Analyst Notebook Premium with Enterprise Insight Analytics (EIA) software upgrade and hardware requirements followed by a series of releases for software configurations.,13272000,2023-03-31,2022-23,0.9,56,8530-441-13-505,"April 25, 2022",1,0
cra,hrb-bi,cra-hrb-bi,Canada Revenue Agency,Human Resources Business Intelligence (BI) Infrastructure,"Objective: The objective of this project is to deliver a robust, modern and sustainable BI foundation that is in line with CRA priorities. It will provide CRA human resources with the foundation needed to create complex adhoc queries, conduct in-depth research and develop a wide range of useful reports and cubes. It will also contribute to the modernization of CRA human resources' reports and will remove the reporting risks related to the Integrated Staffing System (ISS) operational system and enabling alignment with CRA’s strategic objective of supporting effective, evidencebased decision making.",5203000,2023-03-31,2022-23,0.9,57,8530-441-13-505,"April 25, 2022",0,0
cra,interop,cra-interop,Canada Revenue Agency,Interoperability for Digital Services,"Objective: The objective of this project is to deliver a centralized event processing solution to orchestrate different actions based on a set of business rules applied to inbound and outbound events using an interoperability approach, which will facilitate connections between various systems while allowing event data to be stored, evaluated, and queried to improve business intelligence.",8031000,2023-03-31,2022-23,0.9,58,8530-441-13-505,"April 25, 2022",0,0
cra,manual-t1,cra-manual-t1,Canada Revenue Agency,Manual T1 (Re)assessment Processing Workflow,Objective: The objective of this project is to improve the processing timeframes on individual tax returns and adjustments by eliminating many of the low-volume and high-cost manual processing workloads.,1717000,2024-03-31,2023-24,1.9,59,8530-441-13-505,"April 25, 2022",0,0
cra,bpf,cra-bpf,Canada Revenue Agency,"Planning, Budgeting and Forecasting","Objective: The project plans to implement an integrated system architecture tool with the following components: Budgeting, Projections, Reporting, and Costing.",7757000,2023-03-31,2022-23,0.9,60,8530-441-13-505,"April 25, 2022",0,0
cra,primus,cra-primus,Canada Revenue Agency,PRIMUS,"Objective: The objective of this project is to provide a mechanism to better reflect entity relationships concerning the high net-worth and large business populations by implementing advanced analytics to replace the Basic File Inventory Control System, enhancing the Integrated Risk Assessment System through the creation of new risk algorithms, and by developing business intelligence reporting tools.",11335000,2023-03-31,2022-23,0.9,61,8530-441-13-505,"April 25, 2022",1,0
cra,progress-tracker,cra-progress-tracker,Canada Revenue Agency,Progress Tracker,"Objective: The objective of this project is to develop a personalized, interactive online tracking service within the CRA secure portals that will notify registrants on progress and status of their file from receipt to completion.",10996000,2023-03-31,2022-23,0.9,62,8530-441-13-505,"April 25, 2022",1,0
cra,web-cms,cra-web-cms,Canada Revenue Agency,Seamless Service Experience: Web Optimization,"Objective: The objective of this project is to accelerate the optimization of web content and features by improving top task information, search results, and overall site performance, and making content easier to understand. The project will also modernize the platform by implementing a Drupal open source content management system in the cloud.",26798000,2026-03-31,2025-26,3.9,63,8530-441-13-505,"April 25, 2022",1,0
cra,sdc,cra-sdc,Canada Revenue Agency,Secure Data Channel,"Objective: The objective of this project is to develop a solution for the secure two-way communication between CRA and businesses, the digitization of inbound faxes, and a secure drop-zone for one-time transmission.",16571000,2025-03-31,2024-25,2.9,64,8530-441-13-505,"April 25, 2022",1,0
cra,spr,cra-spr,Canada Revenue Agency,Secure Portals Re-engineering,"Objective: The objective of the project is to create a sustainable, usable portal model which is flexible enough to maintain current capabilities while accommodating future growth, technological advancements.",52848000,2025-03-31,2024-25,2.9,65,8530-441-13-505,"April 25, 2022",1,0
cra,t3m,cra-t3m,Canada Revenue Agency,T3 Modernization,"Objective: The objective of this project is allow the CRA to capture beneficial ownership information of trusts and manage a large volume of returns per new requirements introduced in Budget 2018. New solutions will be built for assessing, capturing the beneficial information, and the online service to register a trust. All of these components will be delivered within three releases.",104424000,2024-03-31,2023-24,1.9,66,8530-441-13-505,"April 25, 2022",1,1
cra,wm,cra-wm,Canada Revenue Agency,Workload Management,"Objective: The objective of this project is to create a fully integrated modern solution that offers a comprehensive client view, increased capabilities, and greater effectiveness in workload management for the debt management programs. The project will address issues such as duplication of effort, inability to leverage technological advances, and aging and unsustainable technology of current CVB systems. This project was originally planned as six separate sub-projects (1 through 3.3); each with a separate planning and execution schedule. However, Sub-Project 3.1 was interrupted due to the COVID-19 pandemic and the redeployment of its resources to economic measure workloads. The project is currently undergoing a re-prioritization exercise to address the shift in schedule.",134521000,,"2023-24**project in re-planning, completion date to be determined",,67,8530-441-13-505,"April 25, 2022",1,1
cra,asp-rl,cra-asp-rl,Canada Revenue Agency,Application Sustainability Program - Revenue Ledger - Conversion to S/4HANA Project,"Objective: The Government of Canada is aiming to modernize its financial operations under the Financial Management Transformation program. As part of this transformation, one of the objectives is to move off of the current SAP platform to the new S/4HANA platform by 2025 as the current state and version of the application will be sunset as of that date. The objective of this project is to convert the GoC's Revenue Ledger System to the new S/4HANA Platform before the current version of SAP is sunset.",12100000,,TBD,,68,8530-441-13-505,"April 25, 2022",1,0
cra,ssp-pam,cra-ssp-pam,Canada Revenue Agency,Security Sustainability Programme - Privileged Account Management,"Objective: Implement a solution to control and secure privileged access within the Agency. The existing administration processes and procedures are insufficient and time-consuming. The PAM solution will mitigate the general risks of unauthorized access to sensitive systems, and the particular risk of unauthorized access and/or misuse of access to systems by privileged users, or malicious software impersonating privileged users.",17072000,2024-03-31,2023-24,1.9,69,8530-441-13-505,"April 25, 2022",1,0
ced,sap,ced-sap,Canada Economic Development for Quebec Regions,SAP Project (IRIS Solution),"The SAP project is an onboarding project of the SAP ECC6 version (solution of the IRIS Cluster of the Treasury Board Secretariat) aimed at replacing the Freebalance Financials 6.5e system, which has become obsolete. Canada Economic Development for Quebec Regions (CED) has joined three other federal departments and organizations that are jointly implementing this solution, under the supervision of the Office of the Comptroller General.",2798064,2023-03-31,31-03-2023,0.9,70,8530-441-13-505,"April 25, 2022",0,0
dfo,ces,dfo-ces,Fisheries and Oceans Canada,Compliance and Enforcement System  (NETS),"[Execution] -To determine if NETS software is a suitable replacement for DVS and FEATS (if it is not a suitable replacement, new development will be required).-To refresh NETS - develop the existing functionalities from DVS and FEATS, and deploy to production. -To gather requirements for future enhance",2059000,2023-03-31,"March 31, 2023",0.9,71,8530-441-13-505,"April 25, 2022",0,0
dfo,cloud-migration,dfo-cloud-migration,Fisheries and Oceans Canada,DFO Closure of Legacy Data Centers (DFOCLDC)-,[Planning] Decommission all legacy data centres that host DFO applications and migrate to either the end state Data Centres or Cloud,9832000,2024-12-31,"December 31, 2024",2.7,72,8530-441-13-505,"April 25, 2022",0,0
dfo,cfis,dfo-cfis,Fisheries and Oceans Canada,CFIS – Canadian Fisheries Information System,"CFIS aims to replace all DFO legacy IT solutions with a national platform that provide licensing, quota and catch & efforts functions to support the FHM sector (around 95 systems including 65 server -based solutions).",12000000,2025-03-31,"March 31, 2025",2.9,73,8530-441-13-505,"April 25, 2022",1,0
